Project,Bug_ID,Technique,Target_Classes,Suite_Available,Test_Files,Suite_SHA256,Inventory_Status,Error_Detail
Closure,85,Gemini 3.8 Flash,com.google.javascript.jscomp.UnreachableCodeElimination,YES,UnreachableCodeEliminationGeminiTest.java,2ba552e884e906660983aa8a316682e16eed52240cf9448235c18046432d888b,READY,
Closure,86,IPO (Native IPO),com.google.javascript.jscomp.NodeUtil,NO,,,NO_SUITE,
Closure,86,MIO (EvoSuite SBST),com.google.javascript.jscomp.NodeUtil,YES,NodeUtil_ESTest.java,52bfeec1cf4b0f96d7140425b573ed5538f144a7e6ebcd6f3023b17e6a0663a8,READY,
Closure,86,DeepSeek V4 Flash,com.google.javascript.jscomp.NodeUtil,YES,NodeUtilDeepseekTest.java,79065c72b2ce3d44d51833f6e12241b0dda4830e8fa548f27447e64ed4bb5994,READY,
Closure,86,Gemini 3.8 Flash,com.google.javascript.jscomp.NodeUtil,YES,NodeUtilGeminiTest.java,811775545be878222d2db8d23b2c923b3f9cb775bd242166b18d7c3144b49fce,READY,
Closure,87,IPO (Native IPO),com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,NO,,,NO_SUITE,
Closure,87,MIO (EvoSuite SBST),com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,YES,PeepholeSubstituteAlternateSyntax_ESTest.java,fddd6786aeb6adf87cda19d09ed868da7e9d4ec8cf44cc282c5ffb7966d3b6a2,READY,
Closure,87,DeepSeek V4 Flash,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,YES,PeepholeSubstituteAlternateSyntaxDeepseekTest.java,62710161795e7ad56e6b6f115dac508b0d607c08c6656f1a519032b807fbc764,READY,
Closure,87,Gemini 3.8 Flash,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,YES,PeepholeSubstituteAlternateSyntaxGeminiTest.java,8254e76e73dd9a7c3f2022441310c973989bcfce922cbdd7004d0fca530db7ef,READY,
Closure,88,IPO (Native IPO),com.google.javascript.jscomp.DeadAssignmentsElimination,NO,,,NO_SUITE,
Closure,88,MIO (EvoSuite SBST),com.google.javascript.jscomp.DeadAssignmentsElimination,YES,DeadAssignmentsElimination_ESTest.java,3e7c44a0869ba591dfbc32603fc284d74d534b11d48376ff927ce9030fa54a03,READY,
Closure,88,DeepSeek V4 Flash,com.google.javascript.jscomp.DeadAssignmentsElimination,YES,DeadAssignmentsEliminationDeepseekTest.java,b5fd6b4110cd86642e46c15ad3c7c4960ac1d16cc6538063ff121fa83e53bd50,READY,
Closure,88,Gemini 3.8 Flash,com.google.javascript.jscomp.DeadAssignmentsElimination,YES,DeadAssignmentsEliminationGeminiTest.java,74186b658109b2d4c0f2201b074935f00d848a357496c75a9b218e8107df481d,READY,
Closure,89,IPO (Native IPO),com.google.javascript.jscomp.CollapseProperties;com.google.javascript.jscomp.GlobalNamespace,NO,,,NO_SUITE,
Closure,89,MIO (EvoSuite SBST),com.google.javascript.jscomp.CollapseProperties;com.google.javascript.jscomp.GlobalNamespace,YES,CollapseProperties_ESTest.java;GlobalNamespace_ESTest.java,6c26ffe4c85abad7a63d366b3bae7a910e654e9df4b855fa65849b1eb7a10d7b,READY,
Closure,89,DeepSeek V4 Flash,com.google.javascript.jscomp.CollapseProperties;com.google.javascript.jscomp.GlobalNamespace,YES,CollapsePropertiesDeepseekTest.java;GlobalNamespaceDeepseekTest.java,a3cbf3584b862c3cf2df8a47a65045fc6ced851659596e3f12c822a1955a3c4f,READY,
Closure,89,Gemini 3.8 Flash,com.google.javascript.jscomp.CollapseProperties;com.google.javascript.jscomp.GlobalNamespace,YES,CollapsePropertiesGeminiTest.java;GlobalNamespaceGeminiTest.java,6cfb83eda744d2dcf97a90216c9d6ed66279bdfeafc3249ccd1b8cb7e819d423,READY,
Closure,90,IPO (Native IPO),com.google.javascript.jscomp.FunctionTypeBuilder;com.google.javascript.rhino.jstype.FunctionType,NO,,,NO_SUITE,
Closure,90,MIO (EvoSuite SBST),com.google.javascript.jscomp.FunctionTypeBuilder;com.google.javascript.rhino.jstype.FunctionType,YES,FunctionTypeBuilder_ESTest.java;FunctionType_ESTest.java,d89fe27beb38296b07cd22d43db21b37a45b54944533dbac491c106b9438b0c2,READY,
Closure,90,DeepSeek V4 Flash,com.google.javascript.jscomp.FunctionTypeBuilder;com.google.javascript.rhino.jstype.FunctionType,YES,FunctionTypeBuilderDeepseekTest.java;FunctionTypeDeepseekTest.java,91809d3b01055412c428f297de5f3182ef562f3ddeb3da34e201664a5f05dff9,READY,
Closure,90,Gemini 3.8 Flash,com.google.javascript.jscomp.FunctionTypeBuilder;com.google.javascript.rhino.jstype.FunctionType,YES,FunctionTypeBuilderGeminiTest.java;FunctionTypeGeminiTest.java,d4de8aad1c824ed76310c4eaadde95f81246c9aed15fd7e18f9ea7a5d8c3a31d,READY,
Closure,91,IPO (Native IPO),com.google.javascript.jscomp.CheckGlobalThis,NO,,,NO_SUITE,
Closure,91,MIO (EvoSuite SBST),com.google.javascript.jscomp.CheckGlobalThis,YES,CheckGlobalThis_ESTest.java,a93422046bef705df72ea40f373743e0bd7fc09d3f85e93e018e5aee8e5b2945,READY,
Closure,91,DeepSeek V4 Flash,com.google.javascript.jscomp.CheckGlobalThis,YES,CheckGlobalThisDeepseekTest.java,f893aebe67549f1469f8e5d5bd46e4ddf2f5e44bf2c2fb73d6dc905d02d025c1,READY,
Closure,91,Gemini 3.8 Flash,com.google.javascript.jscomp.CheckGlobalThis,YES,CheckGlobalThisGeminiTest.java,1e4b7b5ec7ca802b0a301a96f21582a9187339ba51f4848bb554443118e596bf,READY,
Closure,92,IPO (Native IPO),com.google.javascript.jscomp.ProcessClosurePrimitives,NO,,,NO_SUITE,
Closure,92,MIO (EvoSuite SBST),com.google.javascript.jscomp.ProcessClosurePrimitives,YES,ProcessClosurePrimitives_ESTest.java,ace45db1959b1014db40c96397e954384486184f2861974e972ab5b538a0cbd1,READY,
Closure,92,DeepSeek V4 Flash,com.google.javascript.jscomp.ProcessClosurePrimitives,YES,ProcessClosurePrimitivesDeepseekTest.java,7bfeee163daf5a9dc85cac09b19317024ec3bcbd77d8db39bc9bbdd7c015d0f3,READY,
Closure,92,Gemini 3.8 Flash,com.google.javascript.jscomp.ProcessClosurePrimitives,YES,ProcessClosurePrimitivesGeminiTest.java,19a9c506339b5778f125c149e24a7b49ae41069a46d5771cafbadadb4dedc739,READY,
Closure,94,IPO (Native IPO),com.google.javascript.jscomp.NodeUtil,YES,NodeUtil_IPOTest.java,6c03410fff3bc0025a1d80a7432bd10e2bd901dfd477609da4a732b7b604ad92,READY,
Closure,94,MIO (EvoSuite SBST),com.google.javascript.jscomp.NodeUtil,YES,NodeUtil_ESTest.java,70f4bc68083cf58484e74207d33ee59f68c798854d5db8f75daf1c69d22114d5,READY,
Closure,94,DeepSeek V4 Flash,com.google.javascript.jscomp.NodeUtil,YES,NodeUtilDeepseekTest.java,1b45b3e02f74aa5fdb6526cb613e68b8195e82a694953440990d8aa79d07c3ee,READY,
Closure,94,Gemini 3.8 Flash,com.google.javascript.jscomp.NodeUtil,YES,NodeUtilGeminiTest.java,3dbec3286c44f0a01c0568c869572d19ae8b596dc72d2215a4277771074ab1ac,READY,
Closure,95,IPO (Native IPO),com.google.javascript.jscomp.TypedScopeCreator,NO,,,NO_SUITE,
Closure,95,MIO (EvoSuite SBST),com.google.javascript.jscomp.TypedScopeCreator,YES,TypedScopeCreator_ESTest.java,41ae17cde0b420ccd44163b17fc8b8ffc2971bf3241e52bcc6c19e76e3a5cc78,READY,
Closure,95,DeepSeek V4 Flash,com.google.javascript.jscomp.TypedScopeCreator,YES,TypedScopeCreatorDeepseekTest.java,c9af2e8625ca032108b9c0451945679146fc90e04d8035ea25a74610c951c5b3,READY,
Closure,95,Gemini 3.8 Flash,com.google.javascript.jscomp.TypedScopeCreator,YES,TypedScopeCreatorGeminiTest.java,63a86fe385ae3e8afe1086fcf0b63502692e9a8996836b0f41a391c56de2f5ea,READY,
Closure,96,IPO (Native IPO),com.google.javascript.jscomp.TypeCheck,NO,,,NO_SUITE,
Closure,96,MIO (EvoSuite SBST),com.google.javascript.jscomp.TypeCheck,YES,TypeCheck_ESTest.java,9c8fd802e71711c4c829e9daa1f84bd2f817f296bc138a42e01a348d946d79e7,READY,
Closure,96,DeepSeek V4 Flash,com.google.javascript.jscomp.TypeCheck,YES,TypeCheckDeepseekTest.java,3b2b80c2b00fca8ede224cf2bd85551759befd4a48dff460495a595df50f33eb,READY,
Closure,96,Gemini 3.8 Flash,com.google.javascript.jscomp.TypeCheck,YES,TypeCheckGeminiTest.java,b9cf5d3bdd347e44248a061f92bf1589d6acc34f9102764d3855441833caf195,READY,
Closure,97,IPO (Native IPO),com.google.javascript.jscomp.PeepholeFoldConstants,NO,,,NO_SUITE,
Closure,97,MIO (EvoSuite SBST),com.google.javascript.jscomp.PeepholeFoldConstants,YES,PeepholeFoldConstants_ESTest.java,f84d1ad0edf295fed9c5adedb37647db36167fb9ea4db0ccf3856fb3a0b905f1,READY,
Closure,97,DeepSeek V4 Flash,com.google.javascript.jscomp.PeepholeFoldConstants,YES,PeepholeFoldConstantsDeepseekTest.java,590d0061d86ea24e85bf97795c60bf6c7d6b9e440cbfe976266f42db4f2262f0,READY,
Closure,97,Gemini 3.8 Flash,com.google.javascript.jscomp.PeepholeFoldConstants,YES,PeepholeFoldConstantsGeminiTest.java,d1c39d56bcc045d15ec9d18e40918340eb33c9d272f5135ffc184c8f7c8dd6ce,READY,
Closure,98,IPO (Native IPO),com.google.javascript.jscomp.ReferenceCollectingCallback,NO,,,NO_SUITE,
Closure,98,MIO (EvoSuite SBST),com.google.javascript.jscomp.ReferenceCollectingCallback,YES,ReferenceCollectingCallback_ESTest.java,fc5f425989e04e29ab0de12d57135ec7d6e58ca0be0dff653d4fa31d4b5bbe5b,READY,
Closure,98,DeepSeek V4 Flash,com.google.javascript.jscomp.ReferenceCollectingCallback,YES,ReferenceCollectingCallbackDeepseekTest.java,7cf94b71d27de70fff2c970cdcc6edd1b5aad2cca687055e1f09552822c93121,READY,
Closure,98,Gemini 3.8 Flash,com.google.javascript.jscomp.ReferenceCollectingCallback,YES,ReferenceCollectingCallbackGeminiTest.java,e95a3c73af937e945af110b37bd941d811a3f0f9bb1a1363631f180eb57ccb83,READY,
Closure,99,IPO (Native IPO),com.google.javascript.jscomp.CheckGlobalThis,NO,,,NO_SUITE,
Closure,99,MIO (EvoSuite SBST),com.google.javascript.jscomp.CheckGlobalThis,YES,CheckGlobalThis_ESTest.java,2d1dcdf02edcac5fbbff80c145adda8e6621fb32eab1c9375fbc979becb49359,READY,
Closure,99,DeepSeek V4 Flash,com.google.javascript.jscomp.CheckGlobalThis,YES,CheckGlobalThisDeepseekTest.java,7d017984872e099865eface8a345e638f2c5b15ef6f0592da9dc80cf7f7cf56b,READY,
Closure,99,Gemini 3.8 Flash,com.google.javascript.jscomp.CheckGlobalThis,YES,CheckGlobalThisGeminiTest.java,ddf7bfd403decaabe69477e68352904db837f547fe4b720237486c77771c98dc,READY,
Closure,100,IPO (Native IPO),com.google.javascript.jscomp.CheckGlobalThis,NO,,,NO_SUITE,
Closure,100,MIO (EvoSuite SBST),com.google.javascript.jscomp.CheckGlobalThis,YES,CheckGlobalThis_ESTest.java;CheckGlobalThis_ESTest.java,80307d20f908143b8c0e15a54fd6e941cfbaeb9a778b50b1151d498d1fe11fbc,READY,
Closure,100,DeepSeek V4 Flash,com.google.javascript.jscomp.CheckGlobalThis,YES,CheckGlobalThisDeepseekTest.java,a34e29ecf94b88bfd8fa0a2cbb71f53351c9840128a8e92ac67dddd7f37297eb,READY,
Closure,100,Gemini 3.8 Flash,com.google.javascript.jscomp.CheckGlobalThis,YES,CheckGlobalThisGeminiTest.java,45ba7df5f8a2d448d1976871cfbea22ef0153065da10cceac7c87029fe759e43,READY,
Closure,101,IPO (Native IPO),com.google.javascript.jscomp.CommandLineRunner,NO,,,NO_SUITE,
Closure,101,MIO (EvoSuite SBST),com.google.javascript.jscomp.CommandLineRunner,YES,CommandLineRunner_ESTest.java,6eeeebc7f9a77fab56ded7ea6922f77e92443920f23d1ad9f31df98ad36bf492,READY,
Closure,101,DeepSeek V4 Flash,com.google.javascript.jscomp.CommandLineRunner,YES,CommandLineRunnerDeepseekTest.java,1d8ede6a11dcbd1ba42b5d85c5f7c413ded661d566c8542c22b195983aaeb2d9,READY,
Closure,101,Gemini 3.8 Flash,com.google.javascript.jscomp.CommandLineRunner,YES,CommandLineRunnerGeminiTest.java,b75411c3ebf744da38d9ab4d814914b491a17dacfb57718b111dffb6919a8484,READY,
Closure,102,IPO (Native IPO),com.google.javascript.jscomp.Normalize,NO,,,NO_SUITE,
Closure,102,MIO (EvoSuite SBST),com.google.javascript.jscomp.Normalize,YES,Normalize_ESTest.java,5f361aea9e209d383f2404d1bb2ae90b3f8b2b8a10e9c36a7e288ee9e9d6f665,READY,
Closure,102,DeepSeek V4 Flash,com.google.javascript.jscomp.Normalize,YES,NormalizeDeepseekTest.java,1e8422cb0b06b2a554d371a6af632cccff04ab47e08cd9b956eaa15f4c39f364,READY,
Closure,102,Gemini 3.8 Flash,com.google.javascript.jscomp.Normalize,YES,NormalizeGeminiTest.java,f02392a01bdaa4102782c3ba3d97e2ba5070e1f1426a00ef0698015df93ec976,READY,
Closure,103,IPO (Native IPO),com.google.javascript.jscomp.ControlFlowAnalysis;com.google.javascript.jscomp.DisambiguateProperties,NO,,,NO_SUITE,
Closure,103,MIO (EvoSuite SBST),com.google.javascript.jscomp.ControlFlowAnalysis;com.google.javascript.jscomp.DisambiguateProperties,YES,ControlFlowAnalysis_ESTest.java;DisambiguateProperties_ESTest.java,17aa3e2f9f92e8708969e02ef16c2ea666fa3267562f6c34b419bb724ed82aaa,READY,
Closure,103,DeepSeek V4 Flash,com.google.javascript.jscomp.ControlFlowAnalysis;com.google.javascript.jscomp.DisambiguateProperties,YES,ControlFlowAnalysisDeepseekTest.java;DisambiguatePropertiesDeepseekTest.java,6a78096186203d1f843ac86f94f42d2549eca32eb9d8d7f802f61f6b3f8f846d,READY,
Closure,103,Gemini 3.8 Flash,com.google.javascript.jscomp.ControlFlowAnalysis;com.google.javascript.jscomp.DisambiguateProperties,YES,ControlFlowAnalysisGeminiTest.java;DisambiguatePropertiesGeminiTest.java,e882a438d293d2a267d41f6ed5cbea2498362523fdfe82f3db2766e443e9d5c5,READY,
Closure,104,IPO (Native IPO),com.google.javascript.rhino.jstype.UnionType,NO,,,NO_SUITE,
Closure,104,MIO (EvoSuite SBST),com.google.javascript.rhino.jstype.UnionType,YES,UnionType_ESTest.java,e1ebf3d54fa45d259126a4d60880d5b76608259822f93229e454f9a2344e5edc,READY,
Closure,104,DeepSeek V4 Flash,com.google.javascript.rhino.jstype.UnionType,YES,UnionTypeDeepseekTest.java,7576addfe56a1b7e48d3b6956f753f7aa3443df571b36468a6fbed6df6da216a,READY,
Closure,104,Gemini 3.8 Flash,com.google.javascript.rhino.jstype.UnionType,YES,UnionTypeGeminiTest.java,6fcf4a198ac5a26061c56897bcf499c5ac0620222fe4c2b497e18e4a18ade795,READY,
Closure,105,IPO (Native IPO),com.google.javascript.jscomp.FoldConstants,NO,,,NO_SUITE,
Closure,105,MIO (EvoSuite SBST),com.google.javascript.jscomp.FoldConstants,YES,FoldConstants_ESTest.java,8eb233ca1062504bf7a4fd2c25303037493f2c7eff7110725a71b6a43283e9c0,READY,
Closure,105,DeepSeek V4 Flash,com.google.javascript.jscomp.FoldConstants,YES,FoldConstantsDeepseekTest.java,4c51b036313f281c28c351c892fad0f3072841504f42aee51f5bc1a0f644bf72,READY,
Closure,105,Gemini 3.8 Flash,com.google.javascript.jscomp.FoldConstants,YES,FoldConstantsGeminiTest.java,c4da1f0bb0fd8e03492be8f003ea94d5a36cce3056ccbb822c6cf730a9fba7f9,READY,
Closure,106,IPO (Native IPO),com.google.javascript.jscomp.GlobalNamespace;com.google.javascript.rhino.JSDocInfoBuilder,YES,JSDocInfoBuilder_IPOTest.java,7a06cbc95bc28c09400fb0cbf1aa47cefa9dabd7374cdcbe68df723072834a20,READY,
Closure,106,MIO (EvoSuite SBST),com.google.javascript.jscomp.GlobalNamespace;com.google.javascript.rhino.JSDocInfoBuilder,YES,GlobalNamespace_ESTest.java;JSDocInfoBuilder_ESTest.java,12a24f6d653bd2c2bed5860f27188b2b0f1e99086f05ccfae1d68f6bf6de09fb,READY,
Closure,106,DeepSeek V4 Flash,com.google.javascript.jscomp.GlobalNamespace;com.google.javascript.rhino.JSDocInfoBuilder,YES,GlobalNamespaceDeepseekTest.java;JSDocInfoBuilderDeepseekTest.java,77bc0d637d72a2e6a539f979f994ee1f0330cf2df2a9c89836b90a2a72cdc88d,READY,
Closure,106,Gemini 3.8 Flash,com.google.javascript.jscomp.GlobalNamespace;com.google.javascript.rhino.JSDocInfoBuilder,YES,GlobalNamespaceGeminiTest.java;JSDocInfoBuilderGeminiTest.java,2ad0d5199d785f56062178bd4c73eb73bbde68cfe0b7ad451715581a07241be9,READY,
Closure,107,IPO (Native IPO),com.google.javascript.jscomp.CommandLineRunner,NO,,,NO_SUITE,
Closure,107,MIO (EvoSuite SBST),com.google.javascript.jscomp.CommandLineRunner,YES,CommandLineRunner_ESTest.java,bda86113b37e9e9d3021773537a703474058799a1aeb57b8f8642db819a95041,READY,
Closure,107,DeepSeek V4 Flash,com.google.javascript.jscomp.CommandLineRunner,YES,CommandLineRunnerDeepseekTest.java,7389916548cac39e17bd5daeac038d89373abd63ff05a8a171455be59a14d201,READY,
Closure,107,Gemini 3.8 Flash,com.google.javascript.jscomp.CommandLineRunner,YES,CommandLineRunnerGeminiTest.java,700625364681090722a69d7a82f13d13f0345be70666e675dffd2614fd5e8563,READY,
Closure,108,IPO (Native IPO),com.google.javascript.jscomp.ScopedAliases,NO,,,NO_SUITE,
Closure,108,MIO (EvoSuite SBST),com.google.javascript.jscomp.ScopedAliases,YES,ScopedAliases_ESTest.java,ad9d2bfc34f38606362329cb0ac6007e828d45e5ab15af385b7cab5196a12ec3,READY,
Closure,108,DeepSeek V4 Flash,com.google.javascript.jscomp.ScopedAliases,YES,ScopedAliasesDeepseekTest.java,912f82ba8f26898d2d2ac239d28356d36b99fd180fb7bd1324a6ce6d5b4ca5f7,READY,
Closure,108,Gemini 3.8 Flash,com.google.javascript.jscomp.ScopedAliases,YES,ScopedAliasesGeminiTest.java,814e435d14adfed1e07234e30d7a7dcde772d01c313dd0339ffac0bc3882f5ac,READY,
Closure,109,IPO (Native IPO),com.google.javascript.jscomp.parsing.JsDocInfoParser,NO,,,NO_SUITE,
Closure,109,MIO (EvoSuite SBST),com.google.javascript.jscomp.parsing.JsDocInfoParser,YES,JsDocInfoParser_ESTest.java,60275ca4483a94fc044b3d51e7a1f9f57bb5e441c5c56496bfaa814ed2a8ed3e,READY,
Closure,109,DeepSeek V4 Flash,com.google.javascript.jscomp.parsing.JsDocInfoParser,YES,JsDocInfoParserDeepseekTest.java,5908e19ef843bf188a45d7a51543e8d7328ef2d611b15220de508ee1deb0d2d7,READY,
Closure,109,Gemini 3.8 Flash,com.google.javascript.jscomp.parsing.JsDocInfoParser,YES,JsDocInfoParserGeminiTest.java,21c54b0eaf175568b6afe66b143931cbb9c910d04a7896f1c68d586273e113cc,READY,
Closure,110,IPO (Native IPO),com.google.javascript.jscomp.ScopedAliases;com.google.javascript.rhino.Node,NO,,,NO_SUITE,
Closure,110,MIO (EvoSuite SBST),com.google.javascript.jscomp.ScopedAliases;com.google.javascript.rhino.Node,YES,Node_ESTest.java;ScopedAliases_ESTest.java,497ecfe8b3e08360fb6e3a3332d5f3c3f5d4fb2f35fe9c000cc907716abd5f47,READY,
Closure,110,DeepSeek V4 Flash,com.google.javascript.jscomp.ScopedAliases;com.google.javascript.rhino.Node,YES,ScopedAliasesDeepseekTest.java,8dcdc23e9ff7af9df536865e288e2e4c6868d87611e7bbb4e5a5d9eedeb301ac,READY,
Closure,110,Gemini 3.8 Flash,com.google.javascript.jscomp.ScopedAliases;com.google.javascript.rhino.Node,YES,ScopedAliasesGeminiTest.java,612ebb1ba4793b0c0b1a16c87b1c85b8eb243fb90c5742caf0a62ab5e61c9444,READY,
Closure,111,IPO (Native IPO),com.google.javascript.jscomp.type.ClosureReverseAbstractInterpreter,NO,,,NO_SUITE,
Closure,111,MIO (EvoSuite SBST),com.google.javascript.jscomp.type.ClosureReverseAbstractInterpreter,YES,ClosureReverseAbstractInterpreter_ESTest.java,efab5ea1423a4e90f08d7fbada4660dc863107f44d4bc4408d84227ddef67433,READY,
Closure,111,DeepSeek V4 Flash,com.google.javascript.jscomp.type.ClosureReverseAbstractInterpreter,YES,ClosureReverseAbstractInterpreterDeepseekTest.java,dfd2297067b27cb0c54daf6cc4866c2dfb0843b911409a5afe35e28aa3569297,READY,
Closure,111,Gemini 3.8 Flash,com.google.javascript.jscomp.type.ClosureReverseAbstractInterpreter,YES,ClosureReverseAbstractInterpreterGeminiTest.java,a2e9b898636e9494d1a4575bb6d02ff7fc4ce2d807e482ff6cd37c3eabb2f8d0,READY,
Closure,112,IPO (Native IPO),com.google.javascript.jscomp.TypeInference,NO,,,NO_SUITE,
Closure,112,MIO (EvoSuite SBST),com.google.javascript.jscomp.TypeInference,YES,TypeInference_ESTest.java,27da0aef80dfa6c4698c98940955d325c6f9fcfd046bb493bf535736f781ae21,READY,
Closure,112,DeepSeek V4 Flash,com.google.javascript.jscomp.TypeInference,YES,TypeInferenceDeepseekTest.java,1b430edd4b2ec122c9f112a94aa62982e4da892562bac5559361530b0a2a4a29,READY,
Closure,112,Gemini 3.8 Flash,com.google.javascript.jscomp.TypeInference,YES,TypeInferenceGeminiTest.java,d997b38b12b046fa761472bb2b6573d02130695925de587ec8efd5e5f140da9a,READY,
Closure,113,IPO (Native IPO),com.google.javascript.jscomp.ProcessClosurePrimitives,NO,,,NO_SUITE,
Closure,113,MIO (EvoSuite SBST),com.google.javascript.jscomp.ProcessClosurePrimitives,YES,ProcessClosurePrimitives_ESTest.java,b8a685ae319b08da7744eba987bcf95d3b6f0eda7ee33aee0a8e1e8d5ed2fe79,READY,
Closure,113,DeepSeek V4 Flash,com.google.javascript.jscomp.ProcessClosurePrimitives,YES,ProcessClosurePrimitivesDeepseekTest.java,3d96fa3065f1dfaa83e005b96e52e4633652b755306ae36072a289f11a34f69c,READY,
Closure,113,Gemini 3.8 Flash,com.google.javascript.jscomp.ProcessClosurePrimitives,YES,ProcessClosurePrimitivesGeminiTest.java,485a6d4f640c806ee17927b6b9e4552996b3d74cd4ccd593e199c2ea85bef591,READY,
Closure,114,IPO (Native IPO),com.google.javascript.jscomp.NameAnalyzer,NO,,,NO_SUITE,
Closure,114,MIO (EvoSuite SBST),com.google.javascript.jscomp.NameAnalyzer,YES,NameAnalyzer_ESTest.java,ec9d485e4b0e193739200c768efd533c7fe0b9b488ac51d4313ebd53fcf21e6d,READY,
Closure,114,DeepSeek V4 Flash,com.google.javascript.jscomp.NameAnalyzer,YES,NameAnalyzerDeepseekTest.java,9a9911d29dad8a9b8f4de297ec46797ab1ec07fbd702b511287be33da1c88696,READY,
Closure,114,Gemini 3.8 Flash,com.google.javascript.jscomp.NameAnalyzer,YES,NameAnalyzerGeminiTest.java,dbc4569b2b506bafba2fd53d0420813a1927bf1b9dde07c5b762c12f310bdeac,READY,
Closure,115,IPO (Native IPO),com.google.javascript.jscomp.FunctionInjector,NO,,,NO_SUITE,
Closure,115,MIO (EvoSuite SBST),com.google.javascript.jscomp.FunctionInjector,YES,FunctionInjector_ESTest.java,5846f725604e2055aa7a31b2762b2b645a87193806a36f7ad249d2fbcc0e4455,READY,
Closure,115,DeepSeek V4 Flash,com.google.javascript.jscomp.FunctionInjector,YES,FunctionInjectorDeepseekTest.java,a031fff902ada74b02ae30648028d0077a1978ed2828f495f9404e7344cb5af5,READY,
Closure,115,Gemini 3.8 Flash,com.google.javascript.jscomp.FunctionInjector,YES,FunctionInjectorGeminiTest.java,47e883261c4538530a038571860a6ea9f25d1d5596c8507085ac2445a7105469,READY,
Closure,116,IPO (Native IPO),com.google.javascript.jscomp.FunctionInjector,NO,,,NO_SUITE,
Closure,116,MIO (EvoSuite SBST),com.google.javascript.jscomp.FunctionInjector,YES,FunctionInjector_ESTest.java,f2f9bf789b4ad36e0f7bb17d0a87a568011a192d488e38e6781a0f3020f0350e,READY,
Closure,116,DeepSeek V4 Flash,com.google.javascript.jscomp.FunctionInjector,YES,FunctionInjectorDeepseekTest.java,a53264fc0ea0807973ee1af272391d982e0181031f800f2ecdbf614858b5bdce,READY,
Closure,116,Gemini 3.8 Flash,com.google.javascript.jscomp.FunctionInjector,YES,FunctionInjectorGeminiTest.java,909809c891b2030b1436b465ea90a65b02937dff031271db230bf92a6480a8c4,READY,
Closure,117,IPO (Native IPO),com.google.javascript.jscomp.TypeValidator,NO,,,NO_SUITE,
Closure,117,MIO (EvoSuite SBST),com.google.javascript.jscomp.TypeValidator,YES,TypeValidator_ESTest.java,9d563d3d357c8a63497e5d5ed81121eed5e8bf04db27486c20fe94d015d1c16a,READY,
Closure,117,DeepSeek V4 Flash,com.google.javascript.jscomp.TypeValidator,YES,TypeValidatorDeepseekTest.java,8ef9c2af780dc43336331b3ff59836734d357478c7ef5a0401fc39088883619e,READY,
Closure,117,Gemini 3.8 Flash,com.google.javascript.jscomp.TypeValidator,YES,TypeValidatorGeminiTest.java,1b4901db33e502dfc75724465c0f2fab177b5d7e0ee23a7b8a2be778c8da92e1,READY,
Closure,118,IPO (Native IPO),com.google.javascript.jscomp.DisambiguateProperties,NO,,,NO_SUITE,
Closure,118,MIO (EvoSuite SBST),com.google.javascript.jscomp.DisambiguateProperties,YES,DisambiguateProperties_ESTest.java,0a2b7f1b97aad8d264d7463f62247c4c70d59b7c239a1ce1d0faf60a95900a7e,READY,
Closure,118,DeepSeek V4 Flash,com.google.javascript.jscomp.DisambiguateProperties,YES,DisambiguatePropertiesDeepseekTest.java,239cb2dae5fa88159ba51e5f9a97746435ac1e05010391276b1a1d8cef6abeb8,READY,
Closure,118,Gemini 3.8 Flash,com.google.javascript.jscomp.DisambiguateProperties,YES,DisambiguatePropertiesGeminiTest.java,9b0dd472bd1b03cfdd4fefc9ff30349b9ffbb9d778b60ab3d5e0f9ddd1624d9b,READY,
Closure,119,IPO (Native IPO),com.google.javascript.jscomp.GlobalNamespace,NO,,,NO_SUITE,
Closure,119,MIO (EvoSuite SBST),com.google.javascript.jscomp.GlobalNamespace,YES,GlobalNamespace_ESTest.java,15772f4a17bae9f8be64bb0e065467ef1a2e5c266a596ddaeded79999a0f449d,READY,
Closure,119,DeepSeek V4 Flash,com.google.javascript.jscomp.GlobalNamespace,YES,GlobalNamespaceDeepseekTest.java,f4098902e788c898dbe3fcc8b5371a4d66efdd1218c5d5d76cf076c30e092cfd,READY,
Closure,119,Gemini 3.8 Flash,com.google.javascript.jscomp.GlobalNamespace,YES,GlobalNamespaceGeminiTest.java,ecb79ca7a4b17d85866de227191d10584d7ba0988f76750283c56b9c3b3fd84a,READY,
Closure,120,IPO (Native IPO),com.google.javascript.jscomp.ReferenceCollectingCallback,NO,,,NO_SUITE,
Closure,120,MIO (EvoSuite SBST),com.google.javascript.jscomp.ReferenceCollectingCallback,YES,ReferenceCollectingCallback_ESTest.java,0edbba37e527761da2e7eb996b3f4b12f72ea7c1bc0bdcfa338100406469716b,READY,
Closure,120,DeepSeek V4 Flash,com.google.javascript.jscomp.ReferenceCollectingCallback,YES,ReferenceCollectingCallbackDeepseekTest.java,e58f781ff768ff062e5eb4177dd08bc9ce0ef17499c75c0c734e020a526527de,READY,
